Store Number,Store Location,Address,Address Line 2,Address Line 3,City,State,Zip Code,Phone Number,Store Hours,Wireless,Services,Latitude,Longitude
8382-13180,Cumberland Mall,1152 Cumberland Mall,Cumberland Mall,,Atlanta,GA,30339-3133,(770) 433-0354,Mon: 09:00:00-21:00:00 Tue: 09:00:00-21:00:00 Wed: 09:00:00-21:00:00 Thu: 09:00:00-21:00:00 Fri: 09:00:00-21:00:00 Sat: 09:00:00-21:00:00 Sun: 10:30:00-18:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.880351,-84.469554
8384-19164,Westshore Plaza,225 Westshore Plaza,,,Tampa,FL,33609-1810,(813) 287-1750,Mon: 08:30:00-21:30:00 Tue: 08:30:00-21:30:00 Wed: 08:30:00-21:30:00 Thu: 08:30:00-21:30:00 Fri: 08:30:00-21:30:00 Sat: 08:30:00-21:30:00 Sun: 10:30:00-18:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,27.945841,-82.526913
8386-13006,Peachtree City,316 City Cir,The Avenues of Peachtree City,1300,Peachtree City,GA,30269-3124,(770) 631-1904,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:30:00-22:00:00,Wireless Hotspot,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.3964,-84.590752
8387-10801,Wellington Mall,10300 W Forrest Hill Blvd,The Mall at Wellington Green,#126,Wellington,FL,33414-3122,(561) 795-6610,Mon: 08:00:00-21:00:00 Tue: 08:00:00-21:00:00 Wed: 08:00:00-21:00:00 Thu: 08:00:00-21:00:00 Fri: 08:00:00-21:00:00 Sat: 08:00:00-21:00:00 Sun: 09:00:00-18:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,26.646594,-80.208322
8389-17094,Orlando Waterford,895 Alafaya Trail,Waterford Lakes Town Center,,Orlando,FL,32828-7049,(407) 207-0424,Mon: 05:00:00-23:30:00 Tue: 05:00:00-23:30:00 Wed: 05:00:00-23:30:00 Thu: 05:00:00-23:30:00 Fri: 05:00:00-23:30:00 Sat: 05:00:00-23:30:00 Sun: 06:00:00-22:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,28.560781,-81.206518
8390-13848,Independence,101 N Tryon St,,,Charlotte,NC,28246-0100,(704) 377-2790,Mon: 05:30:00-20:00:00 Tue: 05:30:00-20:00:00 Wed: 05:30:00-20:00:00 Thu: 05:30:00-20:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:30:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,35.227223,-80.843007
839-2033,Broadway @ 81st,2252 Broadway,,,New York,NY,10024-5805,(212) 721-1267,Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-23:00:00,Wireless Hotspot,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,40.784905,-73.978696
8392-164645,Dixie Belle Shoppe's,12225 S Dixie Hwy,,,Pinecrest,FL,33156-4445,(786) 242-1370,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-22:00:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi | Drive-Through |,25.663545,-80.324272
8393-21301,Bank of America Plaza,101 S. Tryon Street,,,Charlotte,NC,28280-0002,(704) 374-9519,Mon: 06:00:00-17:30:00 Tue: 06:00:00-17:30:00 Wed: 06:00:00-17:30:00 Thu: 06:00:00-17:30:00 Fri: 06:00:00-17:30:00 Sat: 00:00:00-00:00:00 Sun: 00:00:00-00:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,35.227881,-80.84284
8394-27036,Five Points,438 Main Street,,Space 168,Franklin,TN,37064-2720,(615) 591-6539,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 06:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,35.924127,-86.871552
8395-27707,1980 San Marco Boulevard,1980 San Marco Blvd.,,,Jacksonville,FL,32207-3212,(904) 398-8383,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,30.303905,-81.654839
8396-28812,Munger Bldg,1927 11th Avenue South,,,Birmingham,AL,35205-2603,(205) 930-0802,Mon: 05:30:00-21:30:00 Tue: 05:30:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:30:00-21:30:00 Fri: 05:30:00-21:30:00 Sat: 06:00:00-22:30:00 Sun: 06:00:00-21:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,33.499974,-86.796999
8397-27030,Twelve Oaks SC,5500 Abercorn St,,Suite 33,Savannah,GA,31405-6917,(912) 355-2194,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-22:00:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,32.024065,-81.108693
8398-21385,South Windermere,6 Windermere Blvd.,South Windermere Shopping Center,D-3,Charleston,SC,29407-7412,(843) 402-0767,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 05:30:00-22:00:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,32.777027,-79.974215
8399-19561,Hodges & Atlantic,13315 Atlantic Boulevard,,,Jacksonville,FL,32225-5569,(904) 220-3731,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:00:00-23:30:00 Sat: 05:00:00-23:30:00 Sun: 05:30:00-23:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,30.320155,-81.462598
8400-28787,Audubon Plaza,15495 N Tamiami Trail,Audubon Center,,Naples,FL,34110-6206,(239) 254-9900,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,26.3079,-81.80516
8401-25227,Yale & Edgewater,1915 Edgewater Drive,,Suite A,Orlando,FL,32804-5803,(407) 425-7448,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 06:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,28.569406,-81.389122
8402-13859,Stage @ Kirby,2955 Kirby-Whitten Pkwy,Stage Centre,,Bartlett,TN,38134,(901) 266-2497,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,35.205772,-89.84067
8403-23061,White Bridge @ Harding,4514 Harding Pike,Belle Meade Plaza Shopping Center,,Nashville,TN,37205-2102,(615) 460-1152,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:30:00-21:00:00 Sun: 05:30:00-21:00:00,Wireless Hotspot,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,36.124849,-86.849191
8404-7048,Thornton Park,20 N. SUMMERLIN AVE,Thornton Park Central,,Orlando,FL,32801-2930,(407) 648-2591,Mon: 05:00:00-21:30:00 Tue: 05:00:00-21:30:00 Wed: 05:00:00-21:30:00 Thu: 05:00:00-21:30:00 Fri: 05:00:00-22:30:00 Sat: 05:30:00-22:30:00 Sun: 05:30:00-21:00:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,28.543028,-81.36853
8405-36145,Coleman & Vincent,730 Coleman Blvd.,,,Mount Pleasant,SC,29464-4053,(843) 216-3834,Mon: 05:30:00-21:30:00 Tue: 05:30:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:30:00-21:30:00 Fri: 05:30:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 06:00:00-21:00:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,32.793064,-79.867749
8406-15016,Southhaven,180 Goodman Road East,,,Southhaven,MS,38671-9511,(662) 349-0342,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 05:30:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,34.962785,-89.98831
8407-13004,Millcreek Walk,3264 Buford Drive,Mill Creek Walk,Suite 80,Buford,GA,30519-8744,(678) 714-8459,Mon: 05:30:00-20:30:00 Tue: 05:30:00-20:30:00 Wed: 05:30:00-20:30:00 Thu: 05:30:00-20:30:00 Fri: 05:30:00-21:30:00 Sat: 06:30:00-22:00:00 Sun: 06:30:00-20:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,34.067417,-83.9885
8408-18703,Belle Hall,636-A Long Point Road,Belle Hall Shopping Center,,Mount Pleasant,SC,29464-8286,(843) 971-6570,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 05:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,32.840897,-79.856528
8409-20539,Bluffton,1060 Fording Island Road,,,Bluffton,SC,29910-8664,(843) 815-9299,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-21:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,32.256903,-80.850179
8410-13002,Jay Bird Alley,5975 Peachtree Pkwy,Walgreens Development,,Norcross,GA,30092-2818,(678) 421-9885,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-22:30:00 Sat: 06:30:00-22:30:00 Sun: 07:00:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,33.957529,-84.232098
8411-18281,E. Piedmont,2424 Roswell Rd NE,,Ste 1,Marietta,GA,30062-4759,(770) 565-6068,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:30:00 Sat: 06:00:00-22:30:00 Sun: 06:30:00-21:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,33.974133,-84.481565
8412-27033,Cambridge Square,3520 Ashford Dunwoody Road,Cambridge Square,,Atlanta,GA,30319-2002,(770) 458-9082,Mon: 05:30:00-21:30:00 Tue: 05:30:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:30:00-21:30:00 Fri: 05:30:00-22:30:00 Sat: 06:30:00-22:30:00 Sun: 07:00:00-21:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.8945,-84.329417
8413-27032,Coleman Village,930 Marietta Highway,Coleman Village,400,Roswell,GA,30075-6774,(770) 645-0328,Mon: 05:30:00-21:30:00 Tue: 05:30:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:30:00-21:30:00 Fri: 05:30:00-21:30:00 Sat: 06:00:00-21:00:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Verismo | Mobile Payment | Digital Rewards | La Boulange | Oven-warmed Food | Wireless Hotspot | Drive-Through |,34.004934,-84.389891
8414-18705,5th & Church,"424 Church Street, Suite 110",Fifth Third Center,,Nashville,TN,37219-2342,(615) 248-3339,Mon: 06:00:00-18:00:00 Tue: 06:00:00-18:00:00 Wed: 06:00:00-18:00:00 Thu: 06:00:00-18:00:00 Fri: 06:00:00-18:00:00 Sat: 06:00:00-16:00:00 Sun: 06:00:00-16:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,36.163646,-86.780073
8415-100159,The Mall at Green Hills,2153 Green Hills Village Drive,The Mall at Green Hills,,Nashville,TN,37215-2601,(615) 783-2844,Mon: 06:00:00-21:00:00 Tue: 06:00:00-21:00:00 Wed: 06:00:00-21:00:00 Thu: 06:00:00-21:00:00 Fri: 06:00:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 07:00:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,36.10694,-86.818275
8417-30215,1800 N. Federal Hwy,1800 N. Federal Highway,,,Pompano Beach,FL,33062-1034,(954) 545-9077,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:00:00 Sat: 06:00:00-21:30:00 Sun: 06:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi | Drive-Through |,26.254744,-80.099891
8418-41260,Cahaba & Hollywood,2738 Cahabe Rd,Mountain Brook Village,,Mountain Brook,AL,35223-2304,(205) 868-9130,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:30:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,33.483781,-86.774087
8419-1671,Dolphin Mall,11401 NW 12th St,,Unit E-194,Miami,FL,33172-6904,(305) 477-2190,Mon: 08:00:00-23:00:00 Tue: 08:00:00-23:00:00 Wed: 08:00:00-23:00:00 Thu: 08:00:00-23:00:00 Fri: 08:00:00-00:00:00 Sat: 08:00:00-00:00:00 Sun: 09:00:00-23:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,25.786728,-80.380044
842-2053,Plainview Centre,399 South Oyster Bay Road,,,Plainview,NY,11803-3333,(516) 932-5071,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 07:00:00-21:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,40.784643,-73.502059
8423-17394,Poplar @ Ridgeway,6161 Poplar Avenue,,,Memphis,TN,38119-4741,(901) 818-9136,Mon: 05:30:00-20:00:00 Tue: 05:30:00-20:00:00 Wed: 05:30:00-20:00:00 Thu: 05:30:00-20:00:00 Fri: 05:30:00-20:00:00 Sat: 05:30:00-20:00:00 Sun: 06:30:00-20:00:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,35.101365,-89.857991
8425-38679,San Jose & St. Augustine,9661 San Jose Boulevard,N/A,,Jacksonville,FL,32257-5433,(904) 292-4442,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:30:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-21:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,30.202283,-81.617204
8426-38719,US 1 & Hillsboro Blvd,130 S. Federal Hwy.,,,Deerfield Beach,FL,33441-4128,(954) 596-8116,Mon: 05:30:00-22:30:00 Tue: 05:30:00-22:30:00 Wed: 05:30:00-22:30:00 Thu: 05:30:00-22:30:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,26.316225,-80.090884
8428-28454,Westshore & Kennedy,118 South Westshore Blvd,Town Square Shopping Center,,Tampa,FL,33609-2539,(813) 636-8500,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:15:00-23:00:00 Sat: 05:00:00-23:00:00 Sun: 05:00:00-23:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,27.944011,-82.524163
8429-27031,Montgomery Cross Roads,49 W Montgomey Crossroads,,Ste 1,Savannah,GA,31406-3467,(912) 925-4652,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,31.998245,-81.126944
8430-27708,Keystone Plaza,13503 Biscayne Blvd,,,North Miami Beach,FL,33181-1615,(305) 947-7445,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:00:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 05:30:00-23:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi | Drive-Through |,25.900287,-80.15997
8431-37760,Southern Blvd. & 441,561 N. State Rd. (US 441),Village of Royal Palm,,Royal Palm Beach,FL,33411-3524,(561) 514-1680,Mon: 06:00:00-21:00:00 Tue: 06:00:00-21:00:00 Wed: 06:00:00-21:00:00 Thu: 06:00:00-21:00:00 Fri: 06:00:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 06:30:00-20:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | Drive-Through |,26.686711,-80.202732
8432-19319,Wellington Green,10580 Forest Hill Blvd.,Shoppes of Wellington Green,,Wellington,FL,33414,(561) 753-0788,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 05:30:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | Drive-Through |,26.650693,-80.212181
8434-28809,E. Bay Street,475 E. Bay Street,,Suite C,Charleston,SC,29403-6656,(843) 722-9031,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:00:00 Sat: 06:00:00-20:30:00 Sun: 06:30:00-20:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,32.789029,-79.930357
8435-21421,Bee Ridge & Beneva,3571 Bee Ridge Rd,,,Sarasota,FL,34239-7234,(941) 924-7200,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:00:00-00:00:00 Sat: 05:00:00-00:00:00 Sun: 05:00:00-23:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,27.299219,-82.497958
8436-19163,Flamingo Falls,2026 North Flamingo Road,Flamingo Falls Town Center,B12,Pembroke Pines,FL,33028-3500,(954) 602-1234,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi |,26.026741,-80.313583
8437-15873,Waters & Anderson,9222 Anderson Road,AMC Veteran 24,,Tampa,FL,33634,(813) 890-8718,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:00:00-00:00:00 Sat: 06:00:00-00:00:00 Sun: 06:00:00-23:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,28.032548,-82.541303
8440-169484,Tyrone Blvd North,2186 Tyrone Blvd North,,,Saint Petersburg,FL,33710-4024,(727) 302-9720,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:00:00-23:00:00 Sat: 05:00:00-23:00:00 Sun: 05:00:00-23:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,27.790163,-82.726501
844-169565,Montague St.,134 Montague Street,,,Brooklyn,NY,11201-3533,(718) 243-0455,Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:30:00-23:00:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,40.694701,-73.993963
8443-30218,A1A at The Bandshell,250 N. Atlantic Avenue #100,,,Daytona Beach,FL,32118-4178,(386) 254-0620,Mon: 06:00:00-22:30:00 Tue: 06:00:00-22:30:00 Wed: 06:00:00-22:30:00 Thu: 06:00:00-22:30:00 Fri: 06:00:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,29.231037,-81.009832
8444-27050,Bellevue - Hwy 100,8121 Highway 100,,,Bellevue,TN,37221-4213,(615) 646-9883,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:30:00-21:00:00 Sun: 06:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi | Drive-Through |,36.044113,-86.955725
8446-49399,14795 S. Dixie Hwy.,14795 South Dixie Hwy.,,,Miami,FL,33176-7927,(305) 971-3885,Mon: 00:00:00-00:00:00 Tue: 00:00:00-00:00:00 Wed: 00:00:00-00:00:00 Thu: 00:00:00-00:00:00 Fri: 00:00:00-00:00:00 Sat: 00:00:00-00:00:00 Sun: 00:00:00-00:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,25.632982,-80.338723
8447-27969,Northwood Plaza,2560 McMullen Booth Road,Northwood Plaza,,Clearwater,FL,33761-4182,(727) 723-3289,Mon: 05:00:00-23:00:00 Tue: 05:00:00-23:00:00 Wed: 05:00:00-23:00:00 Thu: 05:00:00-23:00:00 Fri: 05:00:00-23:00:00 Sat: 05:00:00-23:00:00 Sun: 05:00:00-23:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,28.014196,-82.709459
8448-35099,Mt. Tabor Place,3327 Robinhood Road,,,Winston-Salem,NC,27106-5403,(336) 768-1221,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,36.116346,-80.312628
8449-36141,Holcomb Br. @ Barnwell,8420 Holcomb Bridge Rd,Ellard Village,#220,Alpharetta,GA,30022-1836,(678) 352-1486,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.98548,-84.270448
8450-14492,Hacks & Winchester,7945 Winchester Road,Centennial Crossing Shopping Center,D,Memphis,TN,38125-2363,(901) 751-2345,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:30:00-21:00:00 Sun: 05:30:00-21:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange | Drive-Through |,35.048072,-89.798187
